row_id,country_code,year,agricultural_land_area,forest_area,total_land_area,population_growth,avg_value_of_food_production,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,per_capita_food_supply_variability,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,obesity_prevalence,access_to_electricity,co2_emissions,ratio_urban_population_total
13,4080343,2011,0.43804342231433097,0.2819148708640372,0.3047486324085782,0.5474485108333593,0.3849144657790526,0.38247351839009497,0.13128812457182482,0.09775393200537558,0.172908151120303,0.7886935427649188,0.012210892200676962,0.4095615471289268,0.24174314492502508,0.3871212078466459,0.3171169563398568,0.3661995309183364
14,c408d26,2000,0.3538981871592528,0.29529968428570624,0.231936143799581,0.4230403783492478,0.40985312742882213,0.3776219027420079,0.4358522116178981,0.47848094304936933,0.39163796883055696,0.462860369987101,0.578170999569777,0.7264702723863087,0.486641323322239,0.8171879375917781,0.403869655094137,0.5750553092425587
15,e256731,2004,0.6982552305323092,0.41679930425182743,0.5621580678244507,0.5083538563500131,0.48239585323721934,0.27221523127180886,0.3380909986519327,0.7683472903620026,0.46018060890007323,0.4184997384589496,0.37207687935647166,0.8323850876398805,0.16281051107390515,0.7917498422687383,0.716171383099647,0.3561076758434092
16,99a7c06,2005,0.8582560966146724,0.5586878836110077,0.647493358266878,0.4567604240726526,0.5537208228804928,0.33838593380874765,0.42509497393286616,0.5809553271713477,0.6944038630722661,0.43382902072435525,0.46900130240531074,0.40867147593988296,0.39051429505446467,0.8523712634180218,0.44332094934308763,0.6373602855121681
17,a0b37e7,2015,0.7334566918103076,0.553702979601571,0.65138644509559,0.4553945743359903,0.6316355070966945,0.23595745351292227,0.6123447459223562,0.51036529167114,0.444906359567526,0.478978244343482,0.8580628619734691,0.9286412398185598,0.6719965595749929,0.9894665646589141,0.8770314610407799,0.7381080332661127
18,d090b87,2000,0.36322529465846465,0.22663243312087547,0.25162846483891227,0.4894967415435207,0.33361643108986483,0.6644367787474333,0.194285061348628,0.6994607791544922,0.17289152701073507,0.47044086571709487,0.11454719600787451,0.43821261926612864,0.269131651723678,0.3333392403484249,0.26081083033984287,0.3592098856967944
19,e256731,2006,0.7020048150113618,0.4130092251254633,0.5645487059413529,0.5099855449947576,0.487874989787847,0.3139914540811865,0.3520250301712488,0.6106935348023455,0.47360355980676055,0.40529182104508055,0.4139559456192215,0.8046807675663036,0.17847379248603812,0.8167362256331974,0.7276763821170869,0.3451658461557262
20,6966b4a,2011,0.27881856704576286,0.31823584420645046,0.18380092549999313,0.5708488763115942,0.2680869383487145,0.7614945111496041,0.16881793411991686,0.8026570103419479,0.3333827263241737,0.6342829233327472,0.5426949272077214,0.8262008583706443,0.2865986389493277,0.3982961780301198,0.14894394526750793,0.5756914324899507
22,12c8f8f,2003,0.3717090412083266,0.3007243724887114,0.245221641639638,0.48538294638588736,0.4808386213503616,0.6152970845642196,0.08097918051025971,0.9173043847927664,0.04503008189661667,0.49228495424571983,0.44076898381894253,0.5358049627942358,0.050798197665746114,0.07575425875047626,0.16516480108195986,0.17706864635639105
23,3e049d7,2012,0.8342852219653996,0.5396069224774966,0.6188627915120799,0.4691516734085388,0.5499323569886696,0.15749580725658247,0.5646285205303531,0.4628667347969157,0.6140262111631851,0.4843522007993335,0.5893763612017274,0.8591285752384142,0.6983959990548979,0.8238201953877521,0.8408564226604331,0.6473747088922087
24,e509cda,2002,0.4720487236497087,0.6169543737221924,0.536962768691373,0.5048265457060997,0.48233562077316855,0.30344240303709263,0.06879819839810847,0.4973353659130764,0.3690736905168545,0.5210303226591524,0.08076987562303962,0.4684622649056611,0.09964659963572164,0.0643911399846229,0.08910272305548506,0.3732566994716475
25,abd1492,2006,0.9302964275171202,0.7261070801966722,0.7332145762644013,0.48022563975144295,0.4392414730395068,0.1572258825863161,0.3160057898782261,0.5433887925862025,0.22204905743247821,0.6350803135120527,0.22596909147786426,0.7601900532607407,0.09759245115508802,0.662898141079141,0.9464698452306396,0.2936178976437154
26,04952a0,2013,0.7901265623791374,0.5273399202389113,0.5841976616382237,0.5467451660364127,0.513928205368736,0.20970884398894574,0.40130372825537036,0.47805814204504554,0.22685969517565482,0.6970684826231107,0.2102101615131643,0.49003922276335476,0.35239969851990294,0.535240458417541,0.6874508280227816,0.4459203833344173
27,5dbddf9,2004,0.7057344004515046,0.39174886301651585,0.5458364644982985,0.6398029384559054,0.37560965201516383,0.741518261508409,0.10690231547106488,0.6979946663023464,0.29256985623492826,0.8803710678857312,0.16762445690199235,0.09013847163288247,0.05783262760363961,0.16801302838077664,0.22307127312968508,0.2292561859261033
28,893d538,2005,0.5768376464957258,0.4607688323472872,0.4200056360398104,0.5845139893119552,0.4663945030508187,0.48113742808779214,0.13417556134927583,0.6883678175584754,0.24422973816966545,0.3765990192933112,0.0682284596492466,0.47645735036497505,0.07856135686135035,0.08857668966611565,0.30513893754902877,0.13053715784762734
30,c8e4701,2013,0.6274056884882615,0.5495531965875631,0.4653836886991385,0.5362346483059487,0.5885672932964083,0.327249123050223,0.2852528906202512,0.5236864928804701,0.2898265650795615,0.6770086888640193,0.12407592625700449,0.7348729376937334,0.31096423542281965,0.6115818551127228,0.4646209087402474,0.5389448553900568
31,f405b98,2005,0.4409977639608298,0.4459005977633983,0.32872155328867064,0.6092787091214528,0.4017772001112242,0.6320396935523296,0.1010723526295132,0.4173211005299883,0.24591261370844103,0.5996839858796479,0.015466303064220352,0.2910780304818432,0.17899631276213246,0.10943033557597914,0.16731734857201752,0.37044387094635584
32,7e222a7,2011,0.47346444066654014,0.6166904809905426,0.4462684119419513,0.5856963354881087,0.4344487565992272,0.18526389353568565,0.6144276801697931,0.5622895132231697,0.6563585138002991,0.4571511903959834,0.3368168237513069,0.8653801272939975,0.45218541038537086,0.8362363839010872,0.3877686621767107,0.8593347725396504
33,5c2e474,2003,0.39441776940932316,0.17231538810533725,0.25924730600763835,0.4318016370228588,0.21365947749785863,0.4676539293961738,0.20768766121280866,0.20254887002758282,0.19749543377230055,0.945984035479079,0.16907250337850932,0.6628515086057173,0.3577060872205617,0.06925528436254254,0.29395819244057964,0.21112985047733013
34,10aeba6,2012,0.3145087955276188,0.42896385141118465,0.28454174236172003,0.32955793972275554,0.6985899602792373,0.21257688983289816,0.713021786753936,0.6474317711149044,0.7831575716371115,0.2375352954877451,0.9563015572714054,0.9647045996069886,0.6558092010229002,0.9868608003498163,0.5147889127654377,0.6722244941601417
36,a0b37e7,2009,0.7318181553273517,0.5537772288964615,0.6514873899101551,0.4529662185067286,0.644071106243754,0.21087631420724318,0.6209693719902445,0.5757399423534079,0.4380387561918642,0.4948172387105081,0.8523539299015247,0.8841762286341036,0.5996350472542666,0.9526457778529456,0.8580987712480276,0.6956176725976566
37,2e5e810,2003,0.5367923032904592,0.56559682878569,0.4645954848349866,0.44160796277593156,0.540101856363748,0.15645006252195015,0.2938401345977455,0.41448425689780666,0.3779385130955012,0.7494928662202157,0.5331519687445718,0.7325491484083649,0.01445475617685299,0.8836065196292563,0.6629035961220741,0.2587281169266839
38,3e049d7,2014,0.8369362440098258,0.5422790767413286,0.6168795537530378,0.47269286874655114,0.5527681133275713,0.15749580725658247,0.5641160239282571,0.4867218476747732,0.6140262111631851,0.4843522007993335,0.6121911642426988,0.8885264288209681,0.7227345751924327,0.8441622371652318,0.8465119374380599,0.6380291091374093
39,c8e4701,2004,0.6230772301279413,0.5504123429012815,0.46801759707584284,0.4921113406697141,0.5744641002414791,0.2722144447585105,0.2686075769516588,0.44272577590430306,0.285789198164209,0.681984636818573,0.09715557138055382,0.6553079438742485,0.22924735074432198,0.5092255181168881,0.43035728509643817,0.4750956009393939
40,0593aa0,2011,0.007325243939494075,0.125435621007566,0.006732561148164284,0.3971990788745043,0.3928238582550822,0.773969365106217,0.541336811582347,0.39057385796951366,0.6671162246977713,0.06862363214634176,0.9677923476132718,0.9485216887730156,0.608412971256089,0.8622926609418042,0.09051127037847628,0.3587425994437444
41,ed9ad13,2011,0.9225595228897776,0.3682257201945044,0.691799450536741,0.5576016475711243,0.3661645308541999,0.18481422547525606,0.8432027318704927,0.6298255081145052,0.6381416964251846,0.37965005736598745,0.9631238246113073,0.9409105599675524,0.7864816341443867,0.9664268160296373,0.8475726039826963,0.8073444155501643
42,ba2039a,2011,0.5717696586131842,0.647536698599271,0.5427955004945241,0.42816269843140053,0.6210673562694915,0.2520452148756841,0.3423432110094974,0.4951578587558496,0.5813861535153971,0.48515229441937324,0.7452519659470505,0.6711909540820603,0.1321139547620564,0.5096091233494503,0.4940587317542733,0.30896376290395383
43,6303e84,2014,0.2421648895027055,0.3429363245114578,0.20951050422556836,0.5306844602809164,0.3507217458860275,0.856970264090917,0.22836851205875297,0.43806181426792684,0.36136464361361764,0.7393439053531016,0.3242967222089051,0.5696639517912959,0.05865964416536584,0.5680671091656149,0.15286956317948475,0.3187650592165687
44,4080343,2013,0.4443693917864326,0.2698555983915907,0.30673894098094756,0.5438414675303318,0.36979203637280766,0.3705059320422723,0.13546262713635,0.09570346553029613,0.20061592963932112,0.7886563732151369,0.013798616999970828,0.44439927939775126,0.2650134336154939,0.4013898424535967,0.3266417805015799,0.40416886200848223
45,100c476,2003,0.012748595737903046,0.09728818290209634,0.017534614743643595,0.4544693253722401,0.3689457036034448,0.5508803066826202,0.6457844860224731,0.4896176068282212,0.738345393935521,0.09350995186818917,0.8498598173855669,0.9207861755022672,0.6243460674469301,0.8955234311787975,0.13805406892979855,0.3093447547163741
46,71dc81f,2001,0.17332607124836635,0.3961284013496733,0.23821036777493443,0.5678265930184596,0.8061077283581894,0.37870242140502297,0.4506897072839332,0.4557451078803828,0.5552448117609691,0.2749556669902661,0.8071843671941616,0.7879939358140254,0.46405304725790564,0.8872159049866589,0.14982535512611717,0.4868125040097323
47,d680446,2011,0.7162473898340354,0.5682671658204262,0.5317264728628965,0.551297099584695,0.43425505814079945,0.44725112179806037,0.14788886890504277,0.4635383025072621,0.2199344323939254,0.9179843074402897,0.014319491360426304,0.24939518589212695,0.16080443045094756,0.13954513090549298,0.3143743903468752,0.3315417280812599
48,11c9833,2011,0.4363316863903448,0.2009421645057685,0.5955899659738018,0.5125726240934951,0.5620659048215687,0.4989607732851487,0.5176674947734919,0.5408569643461262,0.4917753569953016,0.6600509615484663,0.9381745584492173,0.9561542052510815,0.7392521584558984,0.9912946953042033,0.7671900549190549,0.4266814047531893
51,75c02b8,2004,0.9537593509241331,0.4587009598462177,0.7219581105037909,0.42218478705108897,0.6681986197971707,0.15509064959020222,0.5975843422466098,0.678941805454348,0.7034656515645077,0.3522413868133113,0.9532571269051852,0.8993674356148934,0.5506815056870106,0.9722733001588294,0.7432622168250363,0.5555422685598994
52,c3782c8,2002,0.5564877488458855,0.5184460468269674,0.4618134568753719,0.5143953646911137,0.4927801697266913,0.18328527709189818,0.36209564917980935,0.522217786555296,0.4441366460161934,0.5555683029858768,0.6026800061213298,0.7809453379255681,0.12489220833170578,0.7416648203779748,0.6551619021424716,0.4645404919932742
53,81e884c,2002,0.4000253448318531,0.40192983521484477,0.29692026964430607,0.47911832748264127,0.5375031876561218,0.5422161096565542,0.48760197699268726,0.5827282193402658,0.42475021938467616,0.1003020247842753,0.7609194454956658,0.7907325597414224,0.4842466232574304,0.8638136040163306,0.5323846795218679,0.6267634484147171
54,2ddc563,2003,0.3497905694602036,0.29564902577860286,0.2542580754856571,0.31100111032531896,0.5024692163560752,0.44856774505951247,0.35277961774872263,0.8885817722326852,0.49230168250291195,0.536513629138106,0.8578925067075687,0.8669809483109295,0.47508585985567653,0.9528455556210864,0.35284783771534545,0.6623479637789011
55,0ea781c,2013,0.08368778591912207,0.2528308521156862,0.1063646997680548,0.4294851855408684,0.5815531061884198,0.6622516105240366,0.40730135021794095,0.6099656579056203,0.764453908508352,0.07880780024273898,0.8852031732883676,0.9550788544416381,1.0,0.9570045502645594,0.0681176110382965,0.2003218441118248
56,e256731,2010,0.6945920944648951,0.40680206261818735,0.5620863739258233,0.5129931860113515,0.4932780180562463,0.37265537248073305,0.356750501571166,0.4433546866071928,0.4904307907891969,0.4364266769552544,0.4978257063772599,0.8428640220393507,0.2061883631203808,0.8813993547481819,0.7374543283369457,0.3587842077409286
57,5f1162c,2001,0.17042758588943407,0.25270184729935996,0.17683280748769944,0.4946213498838913,0.7243794350760925,0.43980257311339765,0.7488295546812735,0.27806243213116916,0.7729549683695056,0.051557479111608795,0.9728830789309008,0.9500697507319033,0.5853946383374247,0.982598369670424,0.4211633376029193,0.7111351847636286
58,d680446,2015,0.7172804655879684,0.5680788688627297,0.5294057401973989,0.5442327718520595,0.4229190199087813,0.4328549999311382,0.15275157440638176,0.24750807842911798,0.22816677778365183,0.9187246776929044,0.016925999578485132,0.27801648113522814,0.1881615289599773,0.18890000442348895,0.339475230649398,0.3521987460622425
59,c408d26,2014,0.3618062984958161,0.28248195045494995,0.2325610635102279,0.4057956083845668,0.4474652812993418,0.4356625679227445,0.4682202344086986,0.4870215188188026,0.46996005764464716,0.4187097663362319,0.7038519248086906,0.874445489550835,0.6194712630931043,0.9255510858155613,0.4113486596912162,0.6624349181920606
60,a0b37e7,2013,0.7310744725897829,0.5532630111192643,0.6551168489399767,0.460397187742187,0.6316355070966945,0.23595745351292227,0.6102801455861693,0.51036529167114,0.444906359567526,0.478978244343482,0.8846437308742486,0.9076708270094825,0.6583144046156088,0.9889281373925215,0.8702844773558618,0.7138666514578922
61,e8739c8,2008,0.4365633973802243,0.44107283960455557,0.34513544032448396,0.32340117822960857,0.7129663153379256,0.2540589399343643,0.5749425512937449,0.3956392310261115,0.6210730507569591,0.23685553996575315,0.9601319985435829,0.975750242488178,0.5641734264158499,0.9646575336116536,0.6242681574702,0.5476004365851195
62,2ddc563,2013,0.3655481230357214,0.2954126672635572,0.25519528494312327,0.398648626773662,0.6713970880764546,0.518330370158427,0.46883517011353815,0.8247266796405066,0.6747609609375356,0.27148163918761303,0.8584097378386956,0.9769841369299598,0.5877252488570105,0.9694960106967477,0.3975932290035368,0.6336858383575107
63,11c9833,2010,0.4368318053713249,0.19980579847321236,0.5919472024175336,0.5042004085582673,0.5701826194751651,0.47588090869998,0.5173057514384544,0.5640320897541613,0.45239357793353385,0.6761875300836581,0.9280091190383711,0.9594165510322731,0.7350641143346799,0.9937449212898075,0.7582950059149581,0.4309409629533868
64,9e614ab,2009,0.38798258798904905,0.5961797588513413,0.4355418120486165,0.4854802482768587,0.5417573027519542,0.3035327683947764,0.3291570667399676,0.5960683390412511,0.28809100383640474,0.807850041216685,0.4860812403966109,0.4700097591766187,0.08788709149821206,0.670662916560886,0.2493154790444743,0.3289645659908322
65,2e5e810,2002,0.5391488343521856,0.565825932104674,0.46466668435349334,0.44295764532933535,0.5270511099601572,0.15751259178505597,0.28625565321571594,0.7046523688482645,0.3446440548566898,0.7647846341607775,0.4924387964078713,0.7017258097404623,0.010406301452900002,0.8890030177230164,0.6536273515493448,0.2545704816792193
66,085807f,2007,0.5358425278365828,0.6096287379383221,0.5075965480348558,0.5499757923183948,0.5048945446353506,0.34170344690122373,0.2704864557752048,0.27161817910602704,0.26990786725002724,0.5222856215456362,0.37293065360397765,0.5277350727663651,0.2659026686559188,0.48037401624892634,0.4043716582325812,0.4882650346819281
67,ba8e2c5,2010,0.6320976553056858,0.689259901623162,0.5802560303394521,0.4777604597741927,0.5232543687806362,0.2717941119706771,0.6211527958326798,0.945926218692291,0.6639063962829123,0.29670083372988443,0.9053901636714384,0.8538729313920662,0.6790639599041883,0.9848701490640387,0.7503881549931475,0.8916076627056996
68,abd1492,2013,0.9320011645776931,0.7293450459573373,0.7309418220659416,0.45686672588596033,0.4849033884823465,0.18564172113675667,0.39219626045354977,0.5417928683709491,0.26935815699717547,0.5466979297385317,0.3021376337670586,0.8497616479021236,0.1581831257247691,0.7725978396890342,0.9890868585825041,0.32398902637118704
69,cff4c58,2007,0.14459623960512114,0.4271757633152743,0.2550962854653869,0.5282909564804683,0.5405592440776175,0.47270662469943264,0.19438172411530613,0.29715065042857924,0.3491680307259094,0.7007110614934736,0.1865125440331456,0.7145457140278356,0.4735766375259007,0.12700401821524085,0.0558963792038768,0.1864616962377802
70,c3668f5,2008,0.39209237872403696,0.4865060562337565,0.33112317069219976,0.49493729434691897,0.5714772997574971,0.5406964153551962,0.6034328489157932,0.7214078601084197,0.6393574095889184,0.3485275059671643,0.657467318968236,0.8771482877035958,0.6139448977404439,0.8502824431588311,0.4292351243733076,0.655315824214433
71,5f1162c,2009,0.16335928687273277,0.25313843058730284,0.1770843026464901,0.4771353555013486,0.6289139157962028,0.5561546313927612,0.7722118015235506,0.6509664963556397,0.7402470997763413,0.06821250355538933,0.9778446779732605,0.9848638415513603,0.6674747630323722,0.9804515614240595,0.4379957685492984,0.6876838918348147
72,e8bfe1e,2012,0.32409887175593455,0.2199751447598178,0.34750042842339196,0.6797233537802455,0.48325712683483674,0.4795250088888553,0.5000832391349446,0.5329621243046484,0.5314877340773274,0.3706716524217327,0.9515690946945353,0.9509996033639175,0.7586318356927391,0.9797203871437741,0.5472353980068249,0.8312984009831589
73,9621c07,2007,0.7033579537931536,0.708098891089112,0.601107757083912,0.48718076068818666,0.6281611509570124,0.23630075820049298,0.38872523858919095,0.5766924111360894,0.5232594654228621,0.4497243059086735,0.3690710820410023,0.7354566479865504,0.4654176659547667,0.7911391253848985,0.47965238131809473,0.6302752451491855
75,0845041,2008,0.5095284781112314,0.6148639609929969,0.47041743818215354,0.4967659292800339,0.7377760379993161,0.15704481718443863,0.6684166960720639,0.4033828551189549,0.666523882599042,0.3669298471765655,0.9413194600715743,0.9085294363923749,0.3755184429021266,0.9807477375095779,0.7590510858340346,0.6976753439983581
76,dd64913,2003,0.2716249947980569,0.2894394187937144,0.3409785032255744,0.7278711559616781,0.46993533766413237,0.15663588047226873,0.9978123479085157,0.5575051654378289,0.7991119017054262,0.3269223842612482,0.9534353673080337,0.9724235084238829,0.7435291661984667,0.9792098059634763,0.695244760397516,0.8056671553949155
77,3e049d7,2013,0.835461502011521,0.5423887573600066,0.6151062608742526,0.47345295570472995,0.5527681133275713,0.15749580725658247,0.5675737801076816,0.4867218476747732,0.6140262111631851,0.4843522007993335,0.6123297072112365,0.8558834950396453,0.7125359085130669,0.8267713383725603,0.8438723005799267,0.6488109063965289
78,9e79f12,2002,0.5523321481300968,0.3575055193209146,0.41547224058881616,0.43811188922883265,0.5953213680864216,0.2901009453002927,0.2298970698236029,0.9243689714439376,0.6250822159041449,0.5907980810354818,0.8950926647161893,0.7107652929346152,0.3506528871549273,0.9617976065588143,0.38783041764767756,0.35891269612056864
79,066b021,2013,0.4645746688748195,0.3084984193529807,0.3879560824428146,0.5203574917251369,0.41568280716851796,0.5096087074586042,0.2568863214104129,0.6093133651155246,0.36500435528188707,0.5575368966004322,0.918644286119488,0.5798655147182782,0.3992124992395163,0.9823553741014519,0.3529319135933128,0.2657294257390739
80,ee5721a,2007,0.7133627720620042,0.49593823044610885,0.6159056316060346,0.5829940228899156,0.5088686405720451,0.38696852556184114,0.1992404923617991,0.4244865964681819,0.43946507981071037,0.7522902447680523,0.12078693115191326,0.4112318697083236,0.19495467111416181,0.20661301190348733,0.22715789745343756,0.33288184636813084
81,30e2302,2012,0.7148406569689725,0.41550806451184014,0.7029026358994594,0.5093543221768175,0.5102881377395728,0.3019248507293982,0.5718507959006043,0.315764704180625,0.4796030351693511,0.533958231525429,0.8319523869714288,0.7743074441607808,0.6208440393433428,0.9821439595921138,0.7150778540017053,0.6966202933460305
82,6b615ad,2007,0.7190653221885395,0.7105869540456493,0.6061753126555343,0.45829812607275433,0.5988187406227491,0.23388679827890135,0.5293397813979911,0.47243296996240314,0.5733332661881123,0.19794896037715937,0.7553750664857076,0.8484077454038138,0.5380420426309257,0.9212676586254629,0.6398910957092823,0.7449258301970899
83,e15a18a,2005,0.45071410456864874,0.46489934777596703,0.38778597025240275,0.46395332031957925,0.46361113764483114,0.49833859106317063,0.1854534817999087,0.5428692703869443,0.2019896809674861,0.8278396524372161,0.21963277554941696,0.7018391926087421,0.09297801205551326,0.46682813836116493,0.34147181668234666,0.15155114459241353
84,ba8e2c5,2003,0.6344115757266002,0.6924865236012473,0.5785183927080791,0.4953801798316444,0.5094768021136268,0.18420661885078587,0.553465661167053,0.9556666073369091,0.5674533567150751,0.2873438807691948,0.8870075420332114,0.8341975625677983,0.602608607719884,0.9636061013352403,0.7554003074045645,0.8906722213328602
85,d680446,2002,0.7171267535868846,0.5714963401668921,0.5318691712944481,0.5657655589829289,0.4240545361903073,0.3702115752567802,0.13752733956506658,0.19553359267909043,0.22257570391217707,0.9191565832425893,0.002819052279265627,0.12859752786027634,0.09111498159883885,0.1381301662167478,0.24796770232082185,0.2807488894139384
86,e15a18a,2013,0.45152452439890617,0.46624926299314495,0.38965639829598314,0.45729658414882524,0.5139966632789812,0.5995128001943457,0.23187444585671405,0.39599261634099314,0.2505485400353876,0.7222751372488009,0.35105949524150826,0.8524038674344997,0.15490659215032299,0.7706490885171708,0.4166766845530744,0.17946982515592366
87,e509cda,2000,0.47480576030303445,0.6184314308533546,0.5406378953585671,0.5137634236744301,0.4860195775686669,0.32745582543876184,0.058929605548651454,0.5194922571352325,0.34075918449736314,0.5125776172590084,0.07236365810546073,0.43587787709606984,0.09021202725198108,0.05838096599471841,0.09815820563785943,0.3732543760711871
88,e8bfe1e,2002,0.32211055825731094,0.21864836057396178,0.3449892092281615,0.49531201962169685,0.4574289627651458,0.4654411662700324,0.4731511628682162,0.7475162538784359,0.46895316802747744,0.39743625771502733,0.9705932284198026,0.9383575400486827,0.6370091320887719,0.9900213813320758,0.5119677881855483,0.7919906266722113
89,e509cda,2014,0.4717719389185961,0.6176514410946061,0.5374130393810942,0.3944775908374105,0.501205204720766,0.4719036615591106,0.009874929250055009,0.3540213735179185,0.40114412519822307,0.545003338287756,0.12107836911353338,0.5237561624694359,0.18539683707908824,0.12451545643870211,0.10722711463344975,0.3956094062698721
90,75c02b8,2011,0.9584583738967812,0.45877560509640003,0.7210144639154297,0.47142489279202116,0.7071537208498209,0.1570410854298528,0.6744111304709057,0.6526809805331776,0.8136962648436994,0.22132760259805428,0.9473446525334573,0.8737641164386313,0.6299650619647887,0.9963505619508255,0.7830485282229136,0.5520553281588795
91,7fb4d17,2005,0.6235114200986367,0.6004401119546572,0.4888663454110542,0.4841708536645043,0.7896638995171077,0.2552740527773516,0.42609170111888506,0.6256123700153831,0.5580361466588413,0.3307069078401552,0.707724243435942,0.7152792413554113,0.4557780423777805,0.9249616189958322,0.3638126848933174,0.5777507683726646
92,0c0177b,2010,0.1101616233354838,0.2700864985290959,0.14201278238504217,0.40559745228200983,0.3423259199045422,0.1547181769732903,0.7525017674495689,0.4159175929667905,0.645402428561922,0.20836118707978324,0.8778859649302242,0.9169118110623832,0.7011416271828179,0.9852492188906986,0.6158832820191766,0.0929689028143952
93,8fb5447,2009,0.006153986626594943,0.0009724706452708953,0.0008356609970969764,0.5452534152193474,0.05366073384552983,0.5896288381828042,0.5216531141819146,0.630634339285882,0.9045664620896101,0.27262899641172755,0.9236265013046717,0.9660425250579584,0.23978105501305103,0.9715170366154863,0.2179354389312559,0.3791689309744161
